Device,Phase Reward,Recyclable Score,CO2 Emission Saved,Other Savings,CPU,Memory,Battery,Display,Keyboard,Plastics,Metals,Copper,Aluminum,Gold,Silver,Lead,Tin,Nickel,Zinc
Modem,54.94,1,1.91,6.82,38.0,31.0,,,,31,33.0,4.89,0.0,0.77,0.98,0.0,1.31,2.36,1.32
Scanner,73.81,1,9.07,0.24,,,,17.0,,41,25.0,4.98,3.98,3.08,0.0,1.88,1.24,2.46,4.1
Camera,47.31,1,7.12,11.66,,44.0,,25.0,,34,24.0,3.29,1.61,3.65,1.24,1.59,3.54,4.98,0.81
Air Conditioner,47.36,0,2.36,4.29,,,,,,39,24.0,0.0,0.0,1.9,4.22,3.68,3.18,2.97,4.09
Projector,21.28,0,2.47,6.17,,,,37.0,,15,47.0,1.1,4.27,0.0,3.8,0.0,0.0,0.98,4.39
Monitor,77.32,1,7.0,7.47,,,,21.0,,10,10.0,0.0,1.09,0.59,0.0,0.98,0.91,3.76,4.44
Hard Drive,93.91,0,4.36,12.26,,50.0,,,,25,24.0,3.56,0.0,0.0,2.74,0.0,1.51,0.95,4.11
Tablet,58.94,1,9.87,7.71,22.0,31.0,50.0,12.0,,48,12.0,1.93,3.82,0.0,0.0,2.75,0.0,3.79,1.59
Fax Machine,77.35,0,9.53,10.75,,,,47.0,17.0,21,31.0,1.0,1.35,0.0,1.84,0.0,2.64,2.86,0.94
Camera,44.36,0,6.97,7.54,,22.0,,25.0,,14,13.0,2.42,0.0,2.05,0.0,0.0,1.3,4.5,0.0
UPS,60.31,0,7.89,6.0,,,22.0,,,13,14.0,2.16,0.0,0.0,2.87,0.0,2.11,3.64,0.0
Router,34.16,1,8.02,9.71,44.0,34.0,,,,43,35.0,3.1,2.33,2.84,3.35,1.13,2.14,0.54,4.55
Smartwatch,22.18,1,1.8,11.32,31.0,29.0,47.0,31.0,,34,,0.0,0.0,0.0,0.0,0.71,2.11,1.75,0.34
Game Console,73.14,0,5.41,10.31,46.0,44.0,,31.0,,11,26.0,3.52,0.46,0.0,0.0,0.0,0.61,0.0,0.3
Scanner,28.02,1,2.32,12.08,,,,34.0,,16,49.0,2.15,0.0,2.01,0.58,1.87,0.76,1.04,2.07
Modem,64.07,0,1.37,6.93,49.0,46.0,,,,36,26.0,1.69,2.17,3.68,3.38,2.15,3.09,0.56,0.91
Game Console,87.15,1,3.8,1.39,32.0,34.0,,43.0,,19,13.0,0.0,0.56,0.0,0.0,4.93,2.04,4.93,0.0
Air Conditioner,42.18,1,2.66,0.8,,,,,,40,16.0,2.54,0.45,0.0,4.84,4.93,2.74,1.67,1.6
Microwave,22.1,0,8.9,7.65,,,,,,38,38.0,4.08,3.35,0.91,3.36,0.17,1.31,0.0,3.86
Washing Machine,42.14,0,6.12,10.76,,,,,,38,13.0,4.85,4.87,0.0,0.12,0.0,5.0,2.71,0.0
Refrigerator,58.19,1,2.66,5.69,,,,,,34,25.0,3.85,4.63,1.37,0.0,0.09,0.0,2.08,3.62
Desktop,67.87,0,0.9,10.16,49.0,16.0,,,39.0,24,34.0,3.17,0.0,4.17,2.14,0.0,0.15,0.68,0.0
Set-top Box,55.32,0,9.32,9.29,49.0,24.0,,,,12,35.0,2.69,3.09,1.92,0.0,0.0,4.4,0.0,2.34
Printer,69.42,0,4.77,1.87,,42.0,,,15.0,44,13.0,3.12,0.0,0.39,1.39,1.85,4.9,2.17,3.71
Modem,77.55,1,3.85,3.3,11.0,22.0,,,,34,49.0,0.0,4.92,1.14,0.73,4.77,0.62,3.33,2.31
Printer,48.28,0,0.78,6.12,,30.0,,,39.0,27,16.0,2.38,0.0,0.0,3.85,2.41,4.68,1.94,3.75
Router,84.94,1,2.93,7.06,15.0,14.0,,,,38,44.0,0.0,2.39,0.72,0.81,4.25,2.33,0.0,0.6
Accessories,20.88,0,9.37,1.6,,,,,,49,17.0,2.19,4.37,4.93,0.0,1.13,0.0,0.0,4.88
Set-top Box,67.23,1,7.01,11.91,29.0,35.0,,,,50,15.0,1.05,1.02,0.0,0.0,3.59,0.15,0.75,2.41
UPS,67.29,1,2.14,10.88,,,39.0,,,41,49.0,4.45,0.0,0.0,0.0,1.09,4.17,4.72,2.79
Desktop,41.13,1,0.35,9.91,11.0,17.0,,,34.0,42,40.0,0.0,0.16,4.85,0.0,1.09,1.91,0.9,0.0
Mobile,55.01,0,9.8,4.65,40.0,32.0,47.0,18.0,,39,19.0,0.01,0.0,0.0,0.32,2.51,1.42,2.13,4.33
Smartwatch,78.2,1,4.96,12.02,21.0,20.0,38.0,18.0,,13,,1.39,0.0,2.64,0.0,3.3,0.0,4.03,1.66
Desktop,68.37,1,5.03,11.96,19.0,17.0,,,23.0,46,30.0,0.0,4.45,4.46,3.56,1.43,0.06,0.0,4.17
Scanner,89.6,1,0.04,1.26,,,,34.0,,23,15.0,3.41,0.02,1.27,0.38,2.07,0.0,2.15,0.2
Refrigerator,45.93,1,7.35,0.77,,,,,,22,21.0,0.0,1.7,4.38,0.0,1.03,3.63,4.15,4.85
Hard Drive,75.97,1,3.56,7.8,,14.0,,,,21,17.0,0.0,0.38,0.0,2.04,1.4,0.38,0.68,0.0
Fax Machine,33.25,1,4.06,9.11,,,,14.0,32.0,48,32.0,0.0,0.0,0.02,2.82,1.02,0.73,0.36,0.87
Microwave,69.78,0,6.05,7.46,,,,,,20,16.0,0.31,1.48,3.91,4.21,0.0,2.32,0.29,0.07
Game Console,53.43,1,6.4,3.03,30.0,16.0,,18.0,,30,46.0,2.7,2.44,2.52,0.0,0.0,4.08,0.0,0.0
Other,32.55,0,8.33,7.11,,,,,,28,25.0,1.11,0.0,1.77,0.52,1.36,3.98,1.32,0.0
Television,96.15,1,7.78,12.89,,,,49.0,,18,12.0,3.38,1.73,0.56,1.53,2.93,2.84,0.0,0.0
Printer,47.2,0,8.73,14.13,,24.0,,,32.0,11,43.0,0.01,4.29,1.38,4.33,2.93,2.21,0.0,3.6
Washing Machine,57.91,0,0.59,4.65,,,,,,17,47.0,0.0,0.0,0.0,0.8,3.18,4.97,3.6,2.58
Television,81.02,0,0.66,2.66,,,,38.0,,12,24.0,1.81,0.0,0.0,1.53,3.29,2.45,0.68,0.76
Projector,34.32,0,6.0,7.62,,,,34.0,,37,11.0,0.92,3.64,2.7,2.39,2.07,0.0,0.27,1.3
Monitor,75.06,1,9.27,1.78,,,,17.0,,27,31.0,0.79,0.0,3.1,0.32,0.0,0.27,0.0,1.35
Server,31.38,1,7.78,10.33,11.0,49.0,,,,12,43.0,4.11,2.56,2.18,4.8,1.0,3.14,1.25,1.17
UPS,72.35,0,3.25,0.48,,,13.0,,,48,43.0,1.67,1.81,0.45,2.18,3.84,1.91,4.99,0.36
Other,56.38,0,7.49,9.24,,,,,,16,25.0,4.78,0.0,2.59,0.0,4.21,0.0,2.92,3.25
Other,42.68,1,8.19,13.4,,,,,,48,41.0,0.26,0.0,0.89,4.72,3.26,0.73,2.09,0.14
Smartwatch,32.29,0,3.53,11.12,46.0,34.0,15.0,35.0,,14,,3.32,2.57,0.0,0.78,3.3,2.49,0.0,0.0
Tablet,20.28,1,2.93,10.97,47.0,33.0,15.0,21.0,,44,47.0,0.41,3.72,3.97,3.82,0.3,0.0,0.0,0.0
Tablet,59.65,1,4.61,8.83,12.0,20.0,10.0,50.0,,33,44.0,0.0,1.25,2.25,2.09,0.0,3.39,1.14,2.36
Microwave,34.49,1,4.92,7.09,,,,,,10,50.0,1.21,0.0,0.31,0.88,0.0,2.85,3.94,0.0
Desktop,89.48,1,3.29,9.6,23.0,11.0,,,29.0,31,34.0,3.91,2.84,3.48,1.6,0.16,0.0,0.0,2.15
UPS,34.08,1,7.93,14.93,,,48.0,,,29,42.0,4.54,0.0,3.13,3.34,4.03,2.33,0.03,3.53
Coffee Machine,57.46,1,7.15,0.9,,,,,,27,16.0,1.89,0.0,4.74,0.0,3.6,2.89,4.89,0.83
Fax Machine,45.01,0,8.68,11.45,,,,39.0,32.0,17,29.0,0.0,0.0,1.75,2.66,0.0,1.3,0.0,3.35
Hard Drive,27.64,0,0.74,2.47,,34.0,,,,25,31.0,4.79,4.0,0.45,4.23,3.86,0.0,4.25,4.27
UPS,77.81,0,8.29,11.11,,,13.0,,,31,30.0,0.0,4.12,1.29,1.55,4.79,0.0,0.0,2.09
Smartwatch,24.59,0,8.44,5.43,27.0,31.0,42.0,49.0,,35,,4.55,1.02,3.53,3.72,1.66,0.0,0.0,1.17
Washing Machine,87.21,0,6.53,9.12,,,,,,32,30.0,0.81,0.46,3.69,0.0,1.11,0.61,1.47,0.53
Server,87.93,1,6.61,0.67,10.0,28.0,,,,16,34.0,2.05,1.09,4.36,0.0,3.74,0.0,3.28,0.32
Game Console,44.13,1,0.06,13.55,26.0,28.0,,17.0,,47,29.0,1.43,1.19,0.0,0.0,0.49,0.0,0.0,1.76
Mobile,72.28,1,7.83,4.68,48.0,21.0,29.0,39.0,,49,29.0,1.06,0.34,1.84,0.0,1.76,0.0,0.52,0.0
Set-top Box,40.01,1,0.06,12.98,38.0,30.0,,,,45,37.0,0.0,4.65,1.98,4.48,3.96,3.12,2.81,0.32
UPS,90.21,0,3.13,8.24,,,37.0,,,21,11.0,3.1,1.18,3.52,0.0,0.11,3.92,2.08,0.0
Hard Drive,26.37,0,4.77,14.2,,16.0,,,,10,37.0,4.35,4.7,1.45,2.87,3.07,2.02,0.0,1.59
Hard Drive,40.64,1,0.84,8.4,,50.0,,,,32,44.0,0.0,0.58,1.25,3.66,0.47,3.99,1.52,0.0
Game Console,91.94,0,4.05,13.9,13.0,16.0,,20.0,,43,18.0,0.87,4.42,2.14,3.65,2.31,3.29,0.0,0.0
Printer,89.88,1,6.03,11.17,,49.0,,,24.0,24,38.0,0.0,3.77,0.0,4.25,0.0,0.72,0.0,1.45
Server,40.78,1,5.42,1.73,31.0,32.0,,,,12,19.0,1.12,0.0,3.35,1.98,2.92,1.96,4.32,3.03
Mobile,24.39,1,6.09,3.43,47.0,43.0,20.0,46.0,,28,12.0,2.86,0.0,2.4,0.0,0.0,0.49,0.0,1.25
Router,62.24,0,2.92,13.01,36.0,25.0,,,,43,38.0,0.0,3.67,3.03,4.54,4.76,4.73,0.12,0.35
Router,79.55,0,9.03,1.63,36.0,10.0,,,,21,46.0,0.0,1.2,4.33,3.49,3.34,0.92,0.12,0.29
Desktop,49.87,0,6.21,11.83,39.0,37.0,,,21.0,29,33.0,2.09,2.88,4.92,4.85,4.1,3.09,1.38,0.33
Microwave,51.75,0,6.78,4.87,,,,,,24,48.0,3.5,3.35,0.0,0.0,0.0,3.55,0.0,0.36
Other,61.49,0,6.92,13.02,,,,,,19,22.0,0.0,1.78,4.61,0.33,0.0,0.17,2.33,4.6
Tablet,40.84,1,1.35,8.67,49.0,10.0,29.0,24.0,,32,30.0,0.0,0.14,0.0,2.33,2.45,0.0,1.74,4.15
Refrigerator,79.65,1,5.3,11.22,,,,,,36,22.0,0.0,0.0,4.46,0.0,0.39,0.55,2.27,4.07
Fax Machine,34.25,0,7.19,6.81,,,,38.0,38.0,44,32.0,3.84,3.09,0.0,0.38,0.42,1.24,3.99,2.39
Game Console,64.85,0,1.34,10.27,31.0,20.0,,26.0,,40,28.0,0.47,4.72,0.0,4.4,0.17,0.0,0.0,0.07
Laptop,92.22,0,3.3,13.59,32.0,44.0,35.0,33.0,11.0,19,49.0,0.53,1.92,0.0,1.58,0.0,2.46,1.56,0.0
Camera,84.55,0,3.66,2.15,,41.0,,43.0,,40,22.0,0.91,0.0,3.71,4.96,4.75,1.09,0.0,0.09
Router,80.68,0,9.46,5.34,25.0,26.0,,,,30,35.0,0.46,4.62,3.02,2.48,0.0,0.0,3.47,0.0
Projector,43.4,0,2.8,1.41,,,,40.0,,15,39.0,4.29,2.39,0.0,1.72,3.08,0.0,0.0,0.0
Router,59.12,0,3.46,1.67,17.0,31.0,,,,40,24.0,2.7,4.54,4.21,3.91,3.11,0.0,0.33,1.89
Modem,80.26,1,3.68,0.9,18.0,36.0,,,,38,37.0,0.68,0.0,4.67,1.14,3.56,0.32,0.0,2.81
Laptop,73.71,1,1.26,1.15,21.0,46.0,35.0,22.0,43.0,34,18.0,1.15,0.0,4.7,0.0,0.0,4.72,4.9,2.19
Scanner,40.78,1,4.16,9.05,,,,10.0,,14,19.0,0.0,1.55,1.55,3.81,0.0,0.0,3.76,0.0
Washing Machine,82.77,0,7.67,1.57,,,,,,35,32.0,4.01,4.57,3.99,2.94,1.72,0.0,4.42,0.0
Accessories,78.28,1,6.55,1.79,,,,,,37,23.0,0.9,0.0,4.96,2.32,1.83,4.71,3.5,4.22
Microwave,24.46,1,2.69,6.2,,,,,,16,18.0,1.95,0.0,0.27,2.49,2.13,1.25,3.09,0.0
Router,63.37,1,0.31,8.2,20.0,32.0,,,,15,32.0,3.84,0.91,4.72,0.0,0.0,2.95,0.28,0.59
UPS,34.85,0,0.1,12.12,,,46.0,,,38,47.0,4.04,0.0,3.96,0.0,0.0,0.0,4.44,3.07
Desktop,67.6,1,4.13,2.6,15.0,12.0,,,16.0,24,21.0,4.13,0.0,0.0,0.0,3.52,1.93,0.53,0.0
Accessories,94.51,1,8.32,1.43,,,,,,11,15.0,0.55,0.61,2.86,2.89,2.59,4.43,0.0,0.0
Refrigerator,72.83,0,0.71,13.6,,,,,,11,38.0,2.68,1.22,4.64,1.08,1.28,4.25,3.35,0.0
Fax Machine,62.05,1,1.45,4.78,,,,33.0,39.0,50,12.0,1.68,3.83,0.0,0.87,1.81,2.12,1.54,4.5
Coffee Machine,65.9,1,7.82,2.97,,,,,,39,12.0,1.89,4.52,2.62,4.86,0.0,0.0,0.0,0.0
Other,88.5,1,3.47,10.69,,,,,,38,26.0,0.0,2.13,0.0,0.34,2.55,0.19,0.0,1.35
Printer,75.1,1,4.83,8.41,,20.0,,,50.0,20,13.0,0.26,1.45,0.0,2.88,0.0,1.06,0.18,1.03
Accessories,53.82,1,2.5,11.72,,,,,,31,21.0,1.17,1.23,4.34,2.38,0.0,0.54,0.37,2.11
Accessories,37.47,1,4.81,10.22,,,,,,26,40.0,0.0,0.0,1.98,2.4,1.44,4.19,3.63,1.75
Scanner,29.08,1,8.29,12.62,,,,13.0,,26,31.0,0.0,0.92,0.0,1.31,3.58,4.17,0.0,1.07
Router,81.73,1,1.94,12.19,29.0,20.0,,,,16,37.0,0.0,0.0,4.56,0.11,2.37,0.43,4.6,0.0
Washing Machine,56.5,1,5.65,2.04,,,,,,34,28.0,1.32,0.0,3.53,0.0,0.0,4.13,4.77,4.69
Television,85.5,1,4.27,8.96,,,,14.0,,12,34.0,1.8,1.58,0.0,4.66,4.96,0.75,0.49,0.0
Game Console,79.99,0,9.71,0.87,35.0,21.0,,13.0,,10,34.0,3.2,0.0,0.0,0.0,4.31,2.11,0.0,2.14
Washing Machine,44.13,1,7.93,8.75,,,,,,37,21.0,4.61,0.0,3.26,3.07,1.25,0.0,4.05,0.0
Desktop,96.04,1,0.2,7.57,31.0,30.0,,,45.0,43,10.0,3.43,0.0,0.0,0.0,3.73,4.69,1.44,3.04
Router,20.1,0,1.31,1.76,37.0,46.0,,,,27,32.0,1.1,1.22,4.76,0.0,2.62,1.09,0.0,1.05
Coffee Machine,63.88,0,3.77,10.47,,,,,,35,42.0,2.22,2.09,0.03,0.74,1.61,0.91,0.79,4.36
Scanner,41.2,1,4.93,5.67,,,,37.0,,45,17.0,2.78,3.33,3.52,4.38,2.61,0.0,3.5,2.95
Smartwatch,68.46,0,1.32,1.86,21.0,38.0,43.0,41.0,,36,,0.0,0.0,1.18,1.68,1.13,2.64,4.67,3.72
Camera,40.99,1,6.25,13.2,,19.0,,17.0,,49,26.0,4.75,0.0,1.92,2.67,3.86,0.03,3.62,0.0
Air Conditioner,68.93,0,4.22,3.8,,,,,,50,29.0,0.0,2.52,0.0,4.48,4.73,3.13,1.58,3.78
Refrigerator,48.05,1,6.12,7.16,,,,,,18,14.0,1.83,0.0,2.07,0.0,2.28,0.71,2.49,0.0
Scanner,42.07,0,7.76,1.7,,,,14.0,,23,39.0,2.89,3.64,1.15,0.0,0.0,0.86,1.82,3.26
Projector,76.07,0,0.03,10.59,,,,36.0,,27,48.0,3.71,0.0,1.7,0.54,0.0,2.24,0.0,3.21
Desktop,20.31,1,8.97,0.57,15.0,34.0,,,25.0,47,44.0,0.0,0.0,0.0,0.0,2.53,3.98,2.11,0.0
Laptop,33.89,1,5.29,9.33,12.0,20.0,35.0,15.0,47.0,48,39.0,0.0,4.51,2.55,1.03,1.78,2.46,0.0,0.0
Game Console,56.35,0,7.37,8.03,18.0,45.0,,29.0,,28,24.0,4.26,0.0,0.32,2.7,1.14,0.0,0.9,0.58
Refrigerator,43.8,0,7.79,11.14,,,,,,10,33.0,1.55,0.45,0.41,4.17,0.0,1.16,0.0,1.54
Desktop,34.71,1,1.91,5.36,39.0,14.0,,,31.0,37,26.0,4.97,4.16,3.8,3.01,1.05,0.17,0.36,1.77
Refrigerator,26.93,0,9.65,10.35,,,,,,36,49.0,2.36,0.0,3.65,0.0,3.19,0.0,3.77,2.34
Fax Machine,46.59,1,1.53,2.29,,,,19.0,38.0,23,16.0,0.0,0.0,3.25,4.94,0.0,4.69,3.59,0.0
Coffee Machine,46.64,0,3.28,0.25,,,,,,40,43.0,0.0,3.21,4.3,2.02,1.01,0.17,0.0,3.7
Air Conditioner,31.26,1,2.36,9.35,,,,,,30,46.0,0.36,2.75,0.0,3.69,0.0,0.17,0.96,0.0
Washing Machine,26.89,0,2.29,4.89,,,,,,42,24.0,0.84,4.37,0.0,1.22,0.0,4.14,2.14,3.8
Television,51.08,1,1.8,2.99,,,,10.0,,34,32.0,2.42,0.74,0.0,0.66,0.0,0.0,0.53,2.46
Monitor,43.71,0,3.05,13.62,,,,22.0,,45,10.0,2.15,1.14,0.0,4.9,3.11,0.0,2.97,0.0
Other,40.05,0,3.84,13.57,,,,,,19,27.0,3.18,4.83,0.0,2.51,0.0,4.57,0.0,4.88
Printer,75.48,0,0.62,10.02,,46.0,,,30.0,48,40.0,3.24,4.04,0.0,3.72,1.41,4.23,4.39,4.81
Laptop,80.89,0,5.61,9.15,38.0,26.0,49.0,28.0,15.0,37,30.0,3.32,0.12,3.86,2.02,4.05,4.93,4.72,3.65
Fax Machine,47.07,0,3.49,10.59,,,,19.0,21.0,42,46.0,3.38,0.48,4.16,1.1,0.0,0.96,1.63,0.68
UPS,29.39,1,6.72,13.1,,,27.0,,,33,43.0,3.47,0.0,0.13,1.48,2.86,3.5,0.07,1.75
Microwave,86.01,0,8.66,12.52,,,,,,38,26.0,2.12,2.53,1.22,2.56,0.87,0.03,2.37,0.0
Refrigerator,35.95,0,3.68,6.9,,,,,,39,40.0,2.12,3.6,0.0,2.4,0.0,1.74,1.88,2.4
Accessories,43.59,1,8.56,0.97,,,,,,17,21.0,0.53,1.26,3.75,0.79,4.84,2.74,0.98,0.0
Coffee Machine,39.12,1,5.84,2.1,,,,,,38,34.0,4.69,4.83,4.32,0.18,4.91,4.37,0.0,0.2
Desktop,36.32,0,3.45,4.39,34.0,47.0,,,41.0,45,41.0,4.73,3.43,1.81,3.86,4.23,1.93,4.76,1.85
Monitor,54.81,0,9.46,13.94,,,,24.0,,29,38.0,4.22,4.8,0.0,4.26,0.33,2.05,0.0,3.86
Printer,94.0,1,7.59,12.71,,31.0,,,32.0,16,27.0,3.33,3.01,0.0,3.57,1.64,3.53,1.32,3.64
Hard Drive,67.54,0,0.58,1.57,,26.0,,,,37,18.0,3.99,3.02,0.62,0.12,3.66,0.0,0.0,0.0
Set-top Box,34.16,0,7.48,9.73,21.0,49.0,,,,16,12.0,0.54,1.94,0.63,0.0,1.16,0.73,0.0,3.77
Tablet,68.52,1,4.34,2.61,11.0,48.0,50.0,20.0,,21,32.0,2.28,0.0,4.74,1.39,0.0,0.96,2.75,4.11
Tablet,53.03,1,0.91,6.43,10.0,34.0,36.0,27.0,,44,32.0,2.29,0.0,0.0,0.0,2.3,0.66,1.64,3.34
UPS,26.44,0,3.47,9.86,,,22.0,,,29,29.0,3.39,0.73,0.0,2.4,0.0,0.0,0.0,0.0
Television,78.11,0,9.09,12.85,,,,14.0,,41,20.0,0.0,4.75,3.56,1.98,0.0,4.24,0.0,1.35
Server,36.51,1,3.44,10.08,44.0,42.0,,,,39,23.0,1.17,4.7,0.85,0.0,2.47,4.73,0.96,3.06
Camera,69.02,0,1.28,2.94,,15.0,,29.0,,44,23.0,0.0,2.46,2.95,0.0,0.0,4.23,1.3,4.41
Microwave,36.01,1,5.31,9.66,,,,,,15,36.0,0.0,0.7,3.29,4.57,3.41,3.07,1.98,0.07
Desktop,53.7,0,8.73,6.69,43.0,13.0,,,11.0,38,22.0,4.05,2.07,0.0,3.92,0.0,4.57,3.88,2.69
Router,32.54,1,5.4,6.59,14.0,13.0,,,,13,14.0,3.96,0.2,0.0,0.0,4.73,3.17,2.96,4.0
Accessories,95.66,1,9.82,7.44,,,,,,30,44.0,0.04,0.31,0.0,2.43,0.95,1.09,0.0,1.15
Microwave,74.33,1,4.41,7.23,,,,,,32,24.0,0.68,3.64,4.47,2.1,2.19,2.99,3.39,0.0
Air Conditioner,36.51,1,7.9,12.36,,,,,,23,11.0,0.25,0.8,0.0,0.28,0.0,3.96,0.0,0.0
Air Conditioner,65.56,1,3.75,5.0,,,,,,25,37.0,3.81,0.09,3.93,0.0,5.0,4.26,1.0,3.43
Coffee Machine,45.63,1,5.11,10.68,,,,,,44,45.0,0.0,1.4,3.85,3.03,2.32,1.53,4.34,1.64
UPS,34.2,0,6.16,11.59,,,24.0,,,28,46.0,0.0,4.1,2.83,0.0,0.36,0.0,1.37,2.89
Television,89.9,1,7.11,0.1,,,,10.0,,18,31.0,0.0,3.85,0.0,2.92,0.0,3.17,1.86,0.0
Monitor,26.96,0,2.28,8.57,,,,30.0,,38,29.0,0.0,3.25,3.27,0.91,4.13,4.4,0.59,4.19
Microwave,67.74,1,1.67,10.36,,,,,,17,23.0,1.95,1.44,0.0,2.3,0.0,3.17,0.0,0.0
Smartwatch,63.91,0,1.65,1.08,44.0,47.0,21.0,50.0,,23,,3.88,4.23,1.56,0.0,4.61,1.47,0.0,0.0
Television,56.79,0,1.48,12.58,,,,15.0,,12,33.0,0.77,0.0,1.75,2.04,0.0,1.52,0.0,0.0
Game Console,64.73,1,2.17,14.06,25.0,21.0,,40.0,,41,30.0,3.62,3.04,0.0,2.93,1.55,0.0,2.84,0.0
Accessories,69.61,0,5.91,13.11,,,,,,48,41.0,0.0,2.79,0.77,1.31,1.52,1.92,0.43,0.0
Desktop,87.82,0,0.23,2.41,30.0,49.0,,,27.0,28,47.0,1.65,3.65,4.74,4.2,2.72,2.51,2.81,3.21
Refrigerator,51.3,0,1.98,3.87,,,,,,48,42.0,0.0,4.05,0.45,0.0,1.43,3.72,1.18,0.0
Smartwatch,44.7,0,3.31,11.16,48.0,38.0,21.0,36.0,,32,,3.6,2.89,1.05,2.05,2.14,1.28,0.0,0.54
Accessories,72.76,1,5.33,3.52,,,,,,34,20.0,0.0,2.33,1.89,0.0,1.75,0.0,0.0,4.36
Accessories,53.61,0,1.83,12.91,,,,,,36,19.0,0.0,1.99,2.33,3.11,3.91,0.12,3.04,3.72
Smartwatch,61.83,0,6.56,13.57,17.0,13.0,45.0,27.0,,50,,2.68,4.67,0.0,2.59,2.35,0.0,4.13,3.58
Game Console,82.95,0,0.18,11.44,25.0,10.0,,22.0,,16,44.0,0.0,2.58,0.69,0.0,0.87,0.0,2.78,1.42
Projector,98.25,0,1.01,0.04,,,,22.0,,26,42.0,1.85,4.94,2.42,2.84,2.55,2.02,3.65,1.82
Tablet,95.85,1,3.62,1.05,32.0,41.0,20.0,31.0,,33,21.0,1.6,0.56,0.0,0.2,3.24,4.48,0.0,1.87
Camera,80.32,1,6.21,10.08,,19.0,,26.0,,46,20.0,2.98,0.58,2.76,2.97,0.15,0.0,4.96,3.11
Television,97.35,0,4.71,4.61,,,,41.0,,10,10.0,1.11,2.85,0.0,0.0,1.5,0.0,1.23,0.0
Washing Machine,80.35,1,8.63,11.06,,,,,,35,50.0,0.73,3.71,3.96,2.24,0.22,3.35,1.84,0.87
Monitor,64.22,0,8.19,10.31,,,,18.0,,33,11.0,0.2,0.0,4.04,4.77,0.0,2.36,0.0,3.89
Other,59.19,0,4.02,13.53,,,,,,38,33.0,0.0,3.23,4.27,0.06,0.0,1.09,0.46,2.06
Coffee Machine,92.73,1,0.8,13.32,,,,,,48,42.0,0.31,3.15,2.03,4.46,4.72,4.85,2.78,0.0
UPS,47.45,0,6.69,8.96,,,33.0,,,11,22.0,0.44,0.0,4.49,3.65,0.0,0.28,2.5,1.52
Modem,68.52,1,8.14,11.44,24.0,30.0,,,,27,24.0,3.63,1.12,0.95,2.66,0.08,4.67,1.73,2.62
Desktop,62.97,1,3.56,14.33,13.0,33.0,,,28.0,29,21.0,3.58,0.0,0.9,0.0,0.0,3.58,0.29,0.0
Air Conditioner,34.72,1,1.13,13.62,,,,,,44,19.0,1.1,0.0,2.01,1.45,0.99,1.73,1.56,0.96
Coffee Machine,28.18,0,1.66,4.34,,,,,,34,12.0,0.03,3.96,4.82,1.16,0.0,1.8,3.4,4.4
Monitor,22.58,0,5.67,12.16,,,,30.0,,15,25.0,2.94,2.56,0.56,0.0,0.0,0.0,0.0,1.14
Tablet,41.95,0,2.75,11.33,10.0,49.0,38.0,31.0,,49,11.0,2.84,2.99,0.0,1.22,1.48,0.0,2.99,0.0
Television,35.11,1,2.27,3.93,,,,32.0,,18,44.0,4.41,1.76,0.99,1.62,0.0,0.48,4.51,0.0
Set-top Box,86.33,1,0.0,14.71,48.0,12.0,,,,35,48.0,0.48,4.23,0.0,2.07,0.0,3.4,0.92,0.36
Modem,61.49,0,7.96,3.93,50.0,35.0,,,,19,17.0,2.12,0.14,0.43,0.0,3.26,4.47,3.4,2.9
Air Conditioner,38.42,1,2.19,8.65,,,,,,41,30.0,3.24,4.93,0.88,2.53,3.21,1.5,3.5,0.88
Scanner,96.16,1,2.38,0.39,,,,40.0,,32,26.0,3.76,0.17,0.0,0.24,3.95,3.44,2.03,0.0
Mobile,51.27,1,1.9,5.35,50.0,13.0,32.0,34.0,,41,34.0,0.0,0.0,0.0,3.75,4.41,3.73,4.2,0.28
Game Console,42.24,0,9.7,2.01,15.0,28.0,,19.0,,11,36.0,3.74,2.81,0.0,3.74,3.41,4.32,0.11,1.88
Set-top Box,40.1,0,1.08,11.15,45.0,17.0,,,,46,21.0,3.1,0.0,0.65,2.27,1.44,4.74,0.99,4.89
Set-top Box,54.49,1,8.09,3.78,12.0,50.0,,,,35,12.0,3.8,2.54,3.13,3.28,0.0,3.45,0.52,0.0
Camera,82.68,0,5.46,7.82,,15.0,,29.0,,31,27.0,1.08,0.0,2.61,4.31,4.41,2.86,0.0,3.81
Hard Drive,38.41,1,1.33,12.33,,25.0,,,,50,33.0,0.0,3.16,3.16,1.95,3.52,4.16,0.0,0.62
Desktop,31.3,0,2.55,4.57,14.0,13.0,,,16.0,46,43.0,4.33,0.0,3.57,3.92,3.07,0.9,0.0,0.0
Mobile,22.71,1,7.43,11.11,19.0,32.0,34.0,14.0,,43,50.0,0.0,0.0,0.0,4.75,1.93,3.74,0.0,0.0
Printer,60.33,0,0.3,1.25,,37.0,,,32.0,13,34.0,1.5,0.0,4.24,4.43,4.83,2.37,1.76,4.1
Monitor,89.58,0,2.26,5.6,,,,13.0,,27,49.0,1.16,0.02,2.27,0.0,1.2,2.44,1.91,1.77
Camera,71.67,1,5.47,1.33,,32.0,,18.0,,36,47.0,0.0,4.87,3.06,2.82,3.68,3.68,3.07,3.52
